Asset,Open,Close,Operation_Time,Buy_Quantity,Sell_Quantity,Side,Buy_Price,Sell_Price,Market_Price,Operation_Result,Interval_Result_ticks,Accumulated_Total,Day_Total,Date,BT_Operation,BT_Buy_Price,BT_Sell_Price,BT_Operation_Result,Buy_slippage,Sell_slippage,Total_Slippage,finDiff
WINQ24,07/08/2024 10:03,07/08/2024 10:16,00:13:24,1,1,C,127305,127085,133510,-44,-220,-44,-44,07/08/2024,Compra,127300,127095,-41,-5,10,5,3
WINQ24,07/08/2024 10:58,07/08/2024 11:00,00:01:45,1,1,V,127485,127610,133510,25,125,-19,-19,07/08/2024,Venda,127480,127600,24,-5,-10,-15,-1
WINQ24,07/08/2024 11:02,07/08/2024 11:15,00:12:59,1,1,C,127400,127200,133510,-40,-200,-59,-59,07/08/2024,Compra,127400,127195,-41,0,-5,-5,-1
WINQ24,07/08/2024 12:51,07/08/2024 13:43,00:51:09,1,1,V,127205,127300,133510,19,95,-40,-40,07/08/2024,Venda,127200,127300,20,-5,0,-5,1
WINQ24,07/08/2024 13:50,07/08/2024 14:09,00:19:50,1,1,C,127115,126890,133510,-45,-225,-85,-85,07/08/2024,Compra,127100,126895,-41,-15,5,-10,4
WINQ24,07/08/2024 15:00,07/08/2024 15:06,00:05:48,1,1,V,126990,127095,133510,21,105,-64,-64,07/08/2024,Venda,126985,127100,23,-5,5,0,2
WINQ24,07/08/2024 15:07,07/08/2024 15:10,00:02:40,1,1,C,126900,127000,133510,20,100,-44,-44,07/08/2024,Compra,126900,127000,20,0,0,0,0
WINQ24,07/08/2024 15:26,07/08/2024 15:58,00:32:20,1,1,V,127300,127095,133510,-41,-205,-85,-85,07/08/2024,Venda,127305,127100,-41,5,5,10,0
WINQ24,08/08/2024 09:30,08/08/2024 09:40,00:09:26,1,1,V,127795,127895,133510,20,100,-65,20,08/08/2024,Venda,127785,127900,23,-10,5,-5,3
WINQ24,08/08/2024 09:48,08/08/2024 10:03,00:15:14,1,1,C,127710,127890,133510,36,180,-29,56,08/08/2024,Compra,127700,127900,40,-10,10,0,4
WINQ24,08/08/2024 10:05,08/08/2024 10:10,00:04:34,1,1,V,127845,128005,133510,32,160,3,88,08/08/2024,Venda,127845,128000,31,0,-5,-5,-1
WINQ24,08/08/2024 10:12,08/08/2024 10:21,00:08:56,1,1,C,127810,127965,133510,31,155,34,119,08/08/2024,Compra,127800,127970,34,-10,5,-5,3
WINQ24,08/08/2024 10:21,08/08/2024 10:30,00:09:29,1,1,V,127980,127995,133510,3,15,37,122,08/08/2024,Venda,127970,128000,6,-10,5,-5,3
WINQ24,08/08/2024 10:44,08/08/2024 10:46,00:02:06,1,1,C,128105,128185,133510,16,80,53,138,08/08/2024,Compra,128100,128190,18,-5,5,0,2
WINQ24,08/08/2024 10:46,08/08/2024 10:46,00:00:02,1,1,V,128195,128200,133510,1,5,54,139,08/08/2024,Venda,128190,128200,2,-5,0,-5,1
WINQ24,08/08/2024 15:51,08/08/2024 17:39,01:47:27,1,1,C,128800,129050,133510,50,250,104,189,08/08/2024,Compra,128800,129060,52,0,10,10,2
WINQ24,09/08/2024 09:29,09/08/2024 09:30,00:00:46,1,1,V,129010,129040,133510,6,30,110,6,09/08/2024,Venda,129005,129035,6,-5,-5,-10,0
WINQ24,09/08/2024 10:27,09/08/2024 10:42,00:14:15,1,1,C,129540,129330,133510,-42,-210,68,-36,09/08/2024,Compra,129535,129330,-41,-5,0,-5,1
WINQ24,09/08/2024 11:25,09/08/2024 11:42,00:16:50,1,1,V,129735,129530,133510,-41,-205,27,-77,09/08/2024,Venda,129740,129535,-41,5,5,10,0
WINQ24,09/08/2024 14:42,09/08/2024 17:10,02:28:14,1,1,C,130540,130900,133510,72,360,99,-5,09/08/2024,Compra,130535,130910,75,-5,10,5,3
WINQ24,09/08/2024 17:12,09/08/2024 17:50,00:37:54,1,1,V,131090,130930,133510,-32,-160,67,-37,09/08/2024,Venda,131140,130935,-41,50,5,55,-9
WINQ24,12/08/2024 09:06,12/08/2024 09:41,00:34:52,1,1,V,131605,131395,133510,-42,-210,25,-42,12/08/2024,Venda,131605,131400,-41,0,5,5,1
WINQ24,12/08/2024 10:07,12/08/2024 10:59,00:52:09,1,1,C,131505,131295,133510,-42,-210,-17,-84,12/08/2024,Compra,131500,131295,-41,-5,0,-5,1
WINQ24,12/08/2024 13:55,12/08/2024 14:00,00:05:33,1,1,V,131605,131790,133510,37,185,20,-47,12/08/2024,Venda,131600,131800,40,-5,10,5,3
WINQ24,12/08/2024 14:46,12/08/2024 15:09,00:23:16,1,1,C,131520,131300,133510,-44,-220,-24,-91,12/08/2024,Compra,131500,131295,-41,-20,-5,-25,3
WINQ24,13/08/2024 10:18,13/08/2024 10:26,00:07:48,1,1,C,131830,132125,133510,59,295,35,59,13/08/2024,Compra,131820,132120,60,-10,-5,-15,1
WINQ24,13/08/2024 10:44,13/08/2024 10:54,00:10:00,1,1,V,132130,132225,133510,19,95,54,78,13/08/2024,Venda,132120,132220,20,-10,-5,-15,1
WINQ24,13/08/2024 11:00,13/08/2024 11:00,00:00:20,1,1,C,132135,132195,133510,12,60,66,90,13/08/2024,Compra,132120,132200,16,-15,5,-10,4
WINQ24,13/08/2024 11:00,13/08/2024 11:00,00:00:01,1,1,V,132200,132205,133510,1,5,67,91,13/08/2024,Venda,132190,132220,6,-10,15,5,5
WINQ24,13/08/2024 11:22,13/08/2024 13:52,02:29:50,1,1,C,132130,132330,133510,40,200,107,131,13/08/2024,Compra,132120,132320,40,-10,-10,-20,0
WINQ24,13/08/2024 13:52,13/08/2024 14:11,00:18:09,1,1,V,132240,132415,133510,35,175,142,166,13/08/2024,Venda,132230,132420,38,-10,5,-5,3
WINQ24,13/08/2024 14:11,13/08/2024 14:18,00:07:21,1,1,C,132230,132365,133510,27,135,169,193,13/08/2024,Compra,132220,132370,30,-10,5,-5,3
WINQ24,13/08/2024 14:19,13/08/2024 14:54,00:34:35,1,1,V,132390,132410,133510,4,20,173,197,13/08/2024,Venda,132385,132420,7,-5,10,5,3
WINQ24,13/08/2024 14:57,13/08/2024 15:39,00:41:45,1,1,C,132325,132505,133510,36,180,209,233,13/08/2024,Compra,132320,132520,40,-5,15,10,4
WINV24,15/08/2024 09:34,15/08/2024 09:52,00:18:07,1,1,C,135530,135720,136205,38,190,247,38,15/08/2024,Compra,135510,135720,42,-20,0,-20,4
WINV24,15/08/2024 09:54,15/08/2024 10:06,00:11:45,1,1,V,135700,135810,136205,22,110,269,60,15/08/2024,Venda,135695,135810,23,-5,0,-5,1
WINV24,15/08/2024 10:12,15/08/2024 10:13,00:01:19,1,1,C,135715,135805,136205,18,90,287,78,15/08/2024,Compra,135710,135810,20,-5,5,0,2
WINV24,15/08/2024 10:13,15/08/2024 10:13,00:00:01,1,1,V,135815,135805,136205,-2,-10,285,76,15/08/2024,Venda,135805,135810,1,-10,5,-5,3
WINV24,15/08/2024 10:15,15/08/2024 10:16,00:01:45,1,1,C,135705,135855,136205,30,150,315,106,15/08/2024,Compra,135710,135860,30,5,5,10,0
WINV24,15/08/2024 10:17,15/08/2024 10:20,00:02:30,1,1,V,135820,135910,136205,18,90,333,124,15/08/2024,Venda,135810,135910,20,-10,0,-10,2
WINV24,15/08/2024 10:28,15/08/2024 10:30,00:01:30,1,1,C,135815,135870,136205,11,55,344,135,15/08/2024,Compra,135810,135875,13,-5,5,0,2
WINV24,15/08/2024 10:32,15/08/2024 10:32,00:00:30,1,1,V,135860,135910,136205,10,50,354,145,15/08/2024,Venda,135855,135910,11,-5,0,-5,1
WINV24,15/08/2024 10:33,15/08/2024 10:34,00:00:56,1,1,C,135815,135905,136205,18,90,372,163,15/08/2024,Compra,135810,135910,20,-5,5,0,2
WINV24,15/08/2024 10:36,15/08/2024 10:44,00:07:53,1,1,V,136210,136015,136205,-39,-195,333,124,15/08/2024,Venda,136215,136010,-41,5,-5,0,-2
WINV24,15/08/2024 15:13,15/08/2024 15:22,00:09:37,1,1,C,136515,136300,136205,-43,-215,290,81,15/08/2024,Compra,136510,136305,-41,-5,5,0,2
WINV24,16/08/2024 09:16,16/08/2024 09:36,00:19:31,1,1,V,136900,136690,136205,-42,-210,248,-42,16/08/2024,Venda,136905,136700,-41,5,10,15,1
WINV24,16/08/2024 10:42,16/08/2024 11:19,00:37:25,1,1,C,136810,136595,136205,-43,-215,205,-85,16/08/2024,Compra,136800,136595,-41,-10,0,-10,2
WINV24,16/08/2024 13:11,16/08/2024 14:20,01:09:25,1,1,V,136405,136590,136205,37,185,242,-48,16/08/2024,Venda,136400,136600,40,-5,10,5,3
WINV24,16/08/2024 14:20,16/08/2024 14:27,00:06:31,1,1,C,136405,136200,136205,-41,-205,201,-89,16/08/2024,Compra,136400,136195,-41,-5,-5,-10,0
WINV24,19/08/2024 15:06,19/08/2024 15:57,00:50:38,1,1,C,138160,137955,138765,-41,-205,160,-41,19/08/2024,Compra,138155,137950,-41,-5,-5,-10,0
WINV24,20/08/2024 09:55,20/08/2024 10:13,00:17:07,1,1,V,138055,138140,138765,17,85,177,17,20/08/2024,Venda,138055,138150,19,0,10,10,2
WINV24,20/08/2024 10:15,20/08/2024 10:30,00:15:42,1,1,C,138055,137850,138765,-41,-205,136,-24,20/08/2024,Compra,138050,137845,-41,-5,-5,-10,0
WINV24,20/08/2024 12:04,20/08/2024 13:06,01:02:32,1,1,V,138055,137845,138765,-42,-210,94,-66,20/08/2024,Venda,138055,137850,-41,0,5,5,1
WINV24,20/08/2024 16:57,20/08/2024 17:28,00:30:19,1,1,C,138250,138365,138765,23,115,117,-43,20/08/2024,Compra,138250,138375,25,0,10,10,2
WINV24,20/08/2024 17:32,20/08/2024 17:50,00:17:58,1,1,V,138475,138440,138765,-7,-35,110,-50,20/08/2024,Venda,138350,138450,20,-125,10,-115,27
WINV24,21/08/2024 10:01,21/08/2024 10:23,00:22:33,1,1,C,138600,138780,138765,36,180,146,36,21/08/2024,Compra,138590,138785,39,-10,5,-5,3
WINV24,21/08/2024 10:24,21/08/2024 10:32,00:07:29,1,1,V,138795,138885,138765,18,90,164,54,21/08/2024,Venda,138790,138890,20,-5,5,0,2
WINV24,21/08/2024 10:36,21/08/2024 10:44,00:08:30,1,1,C,138795,138935,138765,28,140,192,82,21/08/2024,Compra,138790,138945,31,-5,10,5,3
WINV24,21/08/2024 10:50,21/08/2024 10:57,00:07:29,1,1,V,138905,138985,138765,16,80,208,98,21/08/2024,Venda,138905,138990,17,0,5,5,1
WINV24,21/08/2024 10:57,21/08/2024 11:06,00:09:04,1,1,C,138905,138705,138765,-40,-200,168,58,21/08/2024,Compra,138890,138685,-41,-15,-20,-35,-1
WINV24,21/08/2024 15:10,21/08/2024 17:50,02:39:55,1,1,V,138725,138690,138765,-7,-35,161,51,21/08/2024,Venda,138765,138690,-15,40,0,40,-8
WINV24,22/08/2024 10:48,22/08/2024 10:55,00:07:21,1,1,V,137765,137920,137750,31,155,192,31,22/08/2024,Venda,137755,137925,34,-10,5,-5,3
WINV24,22/08/2024 10:56,22/08/2024 11:00,00:04:34,1,1,C,137730,137790,137750,12,60,204,43,22/08/2024,Compra,137725,137795,14,-5,5,0,2
WINV24,22/08/2024 11:01,22/08/2024 11:04,00:03:52,1,1,V,137735,137815,137750,16,80,220,59,22/08/2024,Venda,137730,137825,19,-5,10,5,3
WINV24,22/08/2024 11:04,22/08/2024 11:05,00:00:52,1,1,C,137735,137735,137750,0,0,220,59,22/08/2024,Compra,137725,137745,4,-10,10,0,4
WINV24,22/08/2024 11:56,22/08/2024 12:11,00:14:45,1,1,V,137435,137720,137750,57,285,277,116,22/08/2024,Venda,137425,137725,60,-10,5,-5,3
WINV24,22/08/2024 12:11,22/08/2024 12:30,00:19:04,1,1,C,137435,137220,137750,-43,-215,234,73,22/08/2024,Compra,137425,137220,-41,-10,0,-10,2
WINV24,22/08/2024 13:39,22/08/2024 14:33,00:53:37,1,1,V,136895,137215,137750,64,320,298,137,22/08/2024,Venda,136895,137225,66,0,10,10,2
WINV24,22/08/2024 14:33,22/08/2024 14:41,00:08:01,1,1,C,136835,136910,137750,15,75,313,152,22/08/2024,Compra,136825,136920,19,-10,10,0,4
WINV24,22/08/2024 14:46,22/08/2024 15:46,01:00:12,1,1,V,137125,136915,137750,-42,-210,271,110,22/08/2024,Venda,137130,136925,-41,5,10,15,1
WINV24,23/08/2024 09:29,23/08/2024 10:20,00:51:41,1,1,C,137670,137855,137750,37,185,308,37,23/08/2024,Compra,137660,137860,40,-10,5,-5,3
WINV24,23/08/2024 11:00,23/08/2024 11:04,00:04:16,1,1,V,137970,137740,137750,-46,-230,262,-9,23/08/2024,Venda,137965,137760,-41,-5,20,15,5
WINV24,23/08/2024 11:51,23/08/2024 11:56,00:05:07,1,1,C,137965,138150,137750,37,185,299,28,23/08/2024,Compra,137960,138160,40,-5,10,5,3
WINV24,23/08/2024 11:58,23/08/2024 12:03,00:05:19,1,1,V,138465,138250,137750,-43,-215,256,-15,23/08/2024,Venda,138465,138260,-41,0,10,10,2
WINV24,23/08/2024 12:14,23/08/2024 12:14,00:00:20,1,1,C,138275,138350,137750,15,75,271,0,23/08/2024,Compra,138260,138350,18,-15,0,-15,3
WINV24,23/08/2024 12:14,23/08/2024 12:30,00:15:20,1,1,V,138365,138350,137750,-3,-15,268,-3,23/08/2024,Venda,138360,138360,0,-5,10,5,3
WINV24,23/08/2024 12:49,23/08/2024 13:07,00:17:50,1,1,C,138270,138060,137750,-42,-210,226,-45,23/08/2024,Compra,138260,138055,-41,-10,-5,-15,1
WINV24,26/08/2024 10:09,26/08/2024 10:35,00:25:34,1,1,C,137890,138055,138810,33,165,259,33,26/08/2024,Compra,137865,138065,40,-25,10,-15,7
WINV24,26/08/2024 10:36,26/08/2024 10:38,00:02:37,1,1,V,138355,138165,138810,-38,-190,221,-5,26/08/2024,Venda,138370,138165,-41,15,0,15,-3
WINV24,26/08/2024 11:38,26/08/2024 11:43,00:05:36,1,1,C,138560,138360,138810,-40,-200,181,-45,26/08/2024,Compra,138565,138360,-41,5,0,5,-1
WINV24,26/08/2024 13:28,26/08/2024 14:12,00:43:48,1,1,V,138870,138655,138810,-43,-215,138,-88,26/08/2024,Venda,138870,138665,-41,0,10,10,2
WINV24,27/08/2024 09:05,27/08/2024 09:07,00:02:55,1,1,V,138830,138945,138810,23,115,161,23,27/08/2024,Venda,138830,138950,24,0,5,5,1
WINV24,27/08/2024 09:19,27/08/2024 09:29,00:10:15,1,1,C,138750,138955,138810,41,205,202,64,27/08/2024,Compra,138750,138960,42,0,5,5,1
WINV24,27/08/2024 09:41,27/08/2024 10:00,00:19:12,1,1,V,138885,139035,138810,30,150,232,94,27/08/2024,Venda,138890,139050,32,5,15,20,2
WINV24,27/08/2024 10:00,27/08/2024 10:20,00:19:36,1,1,C,138845,138640,138810,-41,-205,191,53,27/08/2024,Compra,138850,138645,-41,5,5,10,0
WINV24,27/08/2024 11:22,27/08/2024 11:29,00:07:06,1,1,V,139060,138840,138810,-44,-220,147,9,27/08/2024,Venda,139055,138850,-41,-5,10,5,3
WINV24,27/08/2024 12:37,27/08/2024 15:31,02:54:52,1,1,C,138755,138945,138810,38,190,185,47,27/08/2024,Compra,138750,138950,40,-5,5,0,2
WINV24,27/08/2024 16:11,27/08/2024 16:41,00:30:27,1,1,V,138820,138940,138810,24,120,209,71,27/08/2024,Venda,138815,138950,27,-5,10,5,3
WINV24,27/08/2024 17:01,27/08/2024 17:50,00:48:36,1,1,C,138755,138635,138810,-24,-120,185,47,27/08/2024,Compra,138750,138625,-25,-5,-10,-15,-1
WINV24,28/08/2024 10:21,28/08/2024 10:23,00:01:23,1,1,V,137875,137970,131360,19,95,204,19,28/08/2024,Venda,137875,137960,17,0,-10,-10,-2
WINV24,28/08/2024 10:23,28/08/2024 10:23,00:00:07,1,1,C,137870,137875,131360,1,5,205,20,28/08/2024,Compra,137860,137880,4,-10,5,-5,3
WINV24,28/08/2024 10:25,28/08/2024 10:30,00:04:46,1,1,V,137800,137920,131360,24,120,229,44,28/08/2024,Venda,137795,137960,33,-5,40,35,9
WINV24,28/08/2024 10:30,28/08/2024 10:36,00:06:07,1,1,C,137775,137550,131360,-45,-225,184,-1,28/08/2024,Compra,137760,137555,-41,-15,5,-10,4
WINV24,28/08/2024 10:43,28/08/2024 11:10,00:26:35,1,1,V,138070,137860,131360,-42,-210,142,-43,28/08/2024,Venda,138065,137860,-41,-5,0,-5,1
WINV24,28/08/2024 12:25,28/08/2024 12:36,00:10:52,1,1,C,138165,138375,131360,42,210,184,-1,28/08/2024,Compra,138160,138385,45,-5,10,5,3
WINV24,28/08/2024 12:38,28/08/2024 13:07,00:29:20,1,1,V,138370,138450,131360,16,80,200,15,28/08/2024,Venda,138360,138460,20,-10,10,0,4
WINV24,28/08/2024 13:20,28/08/2024 13:31,00:11:01,1,1,C,138365,138455,131360,18,90,218,33,28/08/2024,Compra,138360,138455,19,-5,0,-5,1
WINV24,28/08/2024 13:31,28/08/2024 13:36,00:04:24,1,1,V,138450,138455,131360,1,5,219,34,28/08/2024,Venda,138440,138460,4,-10,5,-5,3
WINV24,28/08/2024 14:54,28/08/2024 15:21,00:27:29,1,1,C,138645,138755,131360,22,110,241,56,28/08/2024,Compra,138660,138760,20,15,5,20,-2
WINV24,28/08/2024 15:23,28/08/2024 15:33,00:09:14,1,1,V,138695,138855,131360,32,160,273,88,28/08/2024,Venda,138695,138860,33,0,5,5,1
WINV24,28/08/2024 15:33,28/08/2024 15:40,00:06:51,1,1,C,138665,138795,131360,26,130,299,114,28/08/2024,Compra,138660,138795,27,-5,0,-5,1
WINV24,28/08/2024 15:56,28/08/2024 16:00,00:03:48,1,1,V,139060,138855,131360,-41,-205,258,73,28/08/2024,Venda,139065,138860,-41,5,5,10,0
WINV24,28/08/2024 17:01,28/08/2024 17:50,00:48:41,1,1,C,139065,139005,131360,-12,-60,246,61,28/08/2024,Compra,139060,139165,21,-5,160,155,33
WINV24,29/08/2024 09:16,29/08/2024 09:49,00:33:01,1,1,C,139120,138910,131360,-42,-210,204,-42,29/08/2024,Compra,139115,138910,-41,-5,0,-5,1
WINV24,29/08/2024 10:55,29/08/2024 11:02,00:06:20,1,1,V,138230,138415,131360,37,185,241,-5,29/08/2024,Venda,138225,138415,38,-5,0,-5,1
WINV24,29/08/2024 11:02,29/08/2024 11:02,00:00:03,1,1,C,138225,138245,131360,4,20,245,-1,29/08/2024,Compra,138215,138250,7,-10,5,-5,3
